truncated,text,is_quote_status,id,favorite_count,source,retweeted,retweet_count,favorited,lang,created_at,clean_text,clean_text_with_stopwords
True,"We set out to do this nationally, but thrilled that New York is getting it done. Let's hope it's the first of many.… https://t.co/0Z21VEiz2W",True,852194001025368064,38327,iphone,False,9669,False,en,Wed Apr 12 16:17:37 +0000 2017,set nationally thrilled new york getting done let hope first many,we set out to do this nationally but thrilled that new york is getting it done let s hope it s the first of many
False,Tune in to hear HRC join Governor Cuomo at La Guardia Community College. Watch now: https://t.co/GN6Gd6JxaC,False,852178335270653952,6485,iphone,False,1348,False,en,Wed Apr 12 15:15:22 +0000 2017,tune hear hrc join governor cuomo la guardia community college watch,tune in to hear hrc join governor cuomo at la guardia community college watch now
True,Looking forward to joining Governor Cuomo this morning at @LaGuardiaCC as tuition-free college becomes a reality in… https://t.co/HH8bDQkOj6,True,852160928040853506,26568,iphone,False,5175,False,en,Wed Apr 12 14:06:12 +0000 2017,looking forward joining governor cuomo morning @laguardiacc tuition free college becomes reality,looking forward to joining governor cuomo this morning at @laguardiacc as tuition free college becomes a reality in
True,Let's celebrate New York State getting something important done that we wanted to do nationally. A great step for p… https://t.co/mMeZ5IXPWY,True,850745161839775746,72221,iphone,False,18739,False,en,Sat Apr 08 16:20:27 +0000 2017,let celebrate new york state getting something important done wanted nationally great step p,let s celebrate new york state getting something important done that we wanted to do nationally a great step for p
False,"In Houston about to speak to a crowd of committed activists at @AnniesListTX. Watch live!
https://t.co/6fSUTob5Pw",False,850405643047628801,21040,iphone,False,2953,False,en,Fri Apr 07 17:51:19 +0000 2017,houston speak crowd committed activists @annieslisttx watch live,in houston about to speak to a crowd of committed activists at @annieslisttx watch live
False,RT @NickMerrill: Tune in to watch @HillaryClinton chat with @NickKristof at #WITW: https://t.co/MYBDyyBTeC,False,850096383453528064,0,iphone,False,839,False,en,Thu Apr 06 21:22:26 +0000 2017,rt @nickmerrill tune watch @hillaryclinton chat @nickkristof witw,rt @nickmerrill tune in to watch @hillaryclinton chat with @nickkristof at witw
False,"Check out what @LeanInOrg is doing to celebrate #EqualPayDay.
#20PercentCounts
https://t.co/Q2ovXDWNkG",False,849276093932732417,14452,iphone,False,3971,False,en,Tue Apr 04 15:02:54 +0000 2017,check @leaninorg celebrate equalpayday percentcounts,check out what @leaninorg is doing to celebrate equalpayday percentcounts
True,"These are more than statistics, they’re American lives at risk because this administration willfully ignores the sc… https://t.co/mTujrQOz65",True,846918508394889216,61619,iphone,False,26393,False,en,Wed Mar 29 02:54:42 +0000 2017,statistics american lives risk administration willfully ignores sc,these are more than statistics they re american lives at risk because this administration willfully ignores the sc
False,RT @AprilDRyan: Preach @HillaryClinton!!!   @MissBeaE @MaxineWaters @yashar,False,846917456748720128,0,iphone,False,2441,False,en,Wed Mar 29 02:50:31 +0000 2017,rt @aprildryan preach @hillaryclinton @missbeae @maxinewaters @yashar,rt @aprildryan preach @hillaryclinton @missbeae @maxinewaters @yashar
False,"RT @MinassianMedia: And while we have your attention from recycled, false claims, here are some facts about how @ClintonFdn has improved li…",True,846785382834352128,0,iphone,False,5599,False,en,Tue Mar 28 18:05:42 +0000 2017,rt @minassianmedia attention recycled false claims facts @clintonfdn improved li,rt @minassianmedia and while we have your attention from recycled false claims here are some facts about how @clintonfdn has improved li
False,"Let’s not be distracted. Let’s continue to stand up, organize, resist, put forth good ideas to improve the existing system &amp; peoples' lives.",False,845386745592123392,84833,iphone,False,24685,False,en,Fri Mar 24 21:28:01 +0000 2017,let distracted let continue stand organize resist put forth good ideas improve existing system peoples lives,let s not be distracted let s continue to stand up organize resist put forth good ideas to improve the existing system peoples lives
True,"Ryan, who was born with a disability and with the support of his family and world-class health care has had a lifet… https://t.co/wSUBPn31Ly",False,845386315680141312,39187,iphone,False,7327,False,en,Fri Mar 24 21:26:18 +0000 2017,ryan born disability support family world class health care lifet,ryan who was born with a disability and with the support of his family and world class health care has had a lifet
True,"Pam, who is raising her grandson because his parents are struggling with opioid addiction - a silent epidemic in so… https://t.co/OIJilvh5qg",False,845386004538281986,19224,iphone,False,4796,False,en,Fri Mar 24 21:25:04 +0000 2017,pam raising grandson parents struggling opioid addiction silent epidemic,pam who is raising her grandson because his parents are struggling with opioid addiction a silent epidemic in so
False,"Angelina, a young woman with autism who is already worrying who will take care of her when her parents are gone. https://t.co/LwLQ8VcCsK",False,845385850770931717,18352,iphone,False,4784,False,en,Fri Mar 24 21:24:27 +0000 2017,angelina young woman autism already worrying take care parents gone,angelina a young woman with autism who is already worrying who will take care of her when her parents are gone
False,"Keith, who brings his mother with Alzheimer's to work with him because he can’t afford care for her during the day. https://t.co/HD9GyX9E9D",False,845385515864068098,19678,iphone,False,5505,False,en,Fri Mar 24 21:23:08 +0000 2017,keith brings mother alzheimer work afford care day,keith who brings his mother with alzheimer s to work with him because he can t afford care for her during the day
False,"Luisa, who suffered from bone cancer and needed care ASAP - but the hospital wouldn't admit her without proof of insurance.",False,845385382829142016,17237,iphone,False,4403,False,en,Fri Mar 24 21:22:36 +0000 2017,luisa suffered bone cancer needed care asap hospital admit without proof insurance,luisa who suffered from bone cancer and needed care asap but the hospital wouldn t admit her without proof of insurance
True,"Natarsha, whose breast cancer was caught early because of a screening at Planned Parenthood, which Republicans woul… https://t.co/oDqXH3lW9W",False,845385238628982784,23893,iphone,False,7301,False,en,Fri Mar 24 21:22:02 +0000 2017,natarsha whose breast cancer caught early screening planned parenthood republicans woul,natarsha whose breast cancer was caught early because of a screening at planned parenthood which republicans woul
False,But this fight isn't over yet and we can't forget who it's about. Here are some stories...,False,845385111956787201,23764,iphone,False,5731,False,en,Fri Mar 24 21:21:31 +0000 2017,fight yet forget stories,but this fight isn t over yet and we can t forget who it s about here are some stories
False,Today was a victory for all Americans. https://t.co/LX6lzQXtBR,False,845385004389666816,208569,iphone,False,66572,False,en,Fri Mar 24 21:21:06 +0000 2017,today victory americans,today was a victory for all americans
False,Bill’s speech brought tears to my eyes. Wanted to share it. Watch if you want to be inspired today. https://t.co/tUOdjP7GUc,True,845332575992365059,46570,iphone,False,10573,False,en,Fri Mar 24 17:52:46 +0000 2017,bill speech brought tears eyes wanted share watch want inspired today,bill s speech brought tears to my eyes wanted to share it watch if you want to be inspired today
False,RT @AdamParkhomenko: This is a video my son sang and sent to Hillary. Too soon! Some will say. But the next generation carries on by our si…,False,844019510302691328,0,iphone,False,2053,False,en,Tue Mar 21 02:55:07 +0000 2017,rt @adamparkhomenko video son sang sent hillary soon say next generation carries si,rt @adamparkhomenko this is a video my son sang and sent to hillary too soon some will say but the next generation carries on by our si
False,RT @RepAdamSchiff: The intelligence community concluded the Russians will interfere again. This is why full investigation is important to c…,False,843827134762303490,0,iphone,False,10387,False,en,Mon Mar 20 14:10:41 +0000 2017,rt @repadamschiff intelligence community concluded russians interfere full investigation important c,rt @repadamschiff the intelligence community concluded the russians will interfere again this is why full investigation is important to c
False,"RT @VitalVoices: Throwback to #GLA17 w/ the honorable @HillaryClinton ""We are asking for equality and we will never, ever cease"" #TBT https…",False,842798222355681280,0,iphone,False,1320,False,en,Fri Mar 17 18:02:09 +0000 2017,rt @vitalvoices throwback gla w honorable @hillaryclinton asking equality never ever cease tbt https,rt @vitalvoices throwback to gla w the honorable @hillaryclinton we are asking for equality and we will never ever cease tbt https
False,Things I learned today. https://t.co/lM2xAjIg3H,True,842764830520082433,175801,iphone,False,54363,False,en,Fri Mar 17 15:49:28 +0000 2017,things learned today,things i learned today
False,"On #InternationalWomensDay I'm thinking about this young girl, &amp; all the others like her out there. 💪✨ https://t.co/u1fvzAt1BI",True,839522657695645697,139665,iphone,False,38541,False,en,Wed Mar 08 17:06:13 +0000 2017,internationalwomensday thinking young girl others like,on internationalwomensday i m thinking about this young girl all the others like her out there
